Date_RP#Annee;Age_nonScolarise#age_m15_1524_2554_5564_65plus;Sexe_nonScolarise#sexe;Diplome_lePlusEleve_RP#diplome_2015;Lieu_domicile#commune_stable_ds_tps_0825_sansArr;Nombre_de_personnes_sorties_du_systeme_scolaire_selon_le_diplôme__par_âge_et_ou_genre_
2017;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;Occitanie;552901.7648857534
2018;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;Occitanie;534156.2015832365
2019;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;Occitanie;538054.981072247
2020;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;Occitanie;522494.89835354686
2021;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;Occitanie;509830.274086982
2022;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;Occitanie;500863.17991939187
2015;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;Pays de la Loire;377242.87618249655
2016;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;Pays de la Loire;355350.7773399949
2017;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;Pays de la Loire;333537.4073354006
2018;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;Pays de la Loire;319926.38149547577
2019;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;Pays de la Loire;322198.9120541811
2020;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;Pays de la Loire;308353.1761084795
2021;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;Pays de la Loire;295715.0684504807
2022;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;Pays de la Loire;287363.8496623039
2015;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;Provence-Alpes-Côte d'Azur;601929.1732719541
2016;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;Provence-Alpes-Côte d'Azur;573718.2210174501
2017;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;Provence-Alpes-Côte d'Azur;542137.5333177447
2018;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;Provence-Alpes-Côte d'Azur;520159.3152616322
2019;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;Provence-Alpes-Côte d'Azur;522767.93937686086
2020;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;Provence-Alpes-Côte d'Azur;507153.32338255644
2021;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;Provence-Alpes-Côte d'Azur;492354.4540449679
2022;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;Provence-Alpes-Côte d'Azur;481015.53939443827
2015;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;Réunion;202919.13164710999
2016;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;Réunion;194881.91815185547
2017;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;Réunion;184131.50305080414
2018;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;Réunion;175662.41261005402
2019;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;Réunion;177126.3035478592
2020;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;Réunion;169156.8109703064
2021;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;Réunion;162979.99310302734
2022;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;Réunion;159489.67062091827
2015;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;Île-de-France;1424584.5270476937
2016;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;Île-de-France;1359604.9111092687
2017;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;Île-de-France;1297142.0530525446
2018;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;Île-de-France;1243083.066415608
2019;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;Île-de-France;1247868.7156147957
2020;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;Île-de-France;1213397.057921648
2021;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;Île-de-France;1185189.589275539
2022;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;Île-de-France;1165289.8952413797

Date_RP#Annee;Age_nonScolarise#age_m15_1524_2554_5564_65plus;Sexe_nonScolarise#sexe;Diplome_lePlusEleve_RP#diplome_2015;Lieu_domicile#France;Nombre_de_personnes_sorties_du_systeme_scolaire_selon_le_diplôme__par_âge_et_ou_genre__1
;15-24 ans§25-54 ans§55-64 ans;masculin§feminin;Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;;
2015;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;Departements d'outre mer;420316.510158658
2016;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;Departements d'outre mer;404543.14824175835
2017;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;Departements d'outre mer;381898.23251724243
2018;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;Departements d'outre mer;363401.82948309183
2019;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;Departements d'outre mer;365096.6800584197
2020;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;Departements d'outre mer;348045.17056679726
2021;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;Departements d'outre mer;336184.75387465954
2022;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;Departements d'outre mer;326083.73425477743
2015;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;France métropolitaine;7458759.714333236
2016;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;France métropolitaine;7064668.942491442
2017;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;France métropolitaine;6680270.481029749
2018;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;France métropolitaine;6398446.88952592
2019;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;France métropolitaine;6419919.514528543
2020;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;France métropolitaine;6174021.05671671
2021;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;France métropolitaine;5970541.0091023
2022;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;France métropolitaine;5820357.799170494

Date_RP#Annee;Age_nonScolarise#age_m15_1524_2554_5564_65plus;Sexe_nonScolarise#sexe;Diplome_lePlusEleve_RP#diplome_2015;Lieu_domicile#France_avec_Mayotte;Nombre_de_personnes_sorties_du_systeme_scolaire_selon_le_diplôme__par_âge_et_ou_genre__1
;15-24 ans§25-54 ans§55-64 ans;masculin§feminin;Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;France métropolitaine§Départements d'outre-mer (hors Mayotte)§Saint-Barthélémy§Saint-Martin;
2015;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;France (y compris Mayotte);7890093.086662114
2016;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;France (y compris Mayotte);7480125.69379583
2017;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;France (y compris Mayotte);7072798.653152704
2018;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;France (y compris Mayotte);6772035.888211817
2019;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;France (y compris Mayotte);6794747.896964282
2020;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;France (y compris Mayotte);6531246.971149474
2021;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;France (y compris Mayotte);6315587.128755882
2022;Age rgp : -15 ans, 15-24, 25-54, 55-64, 65 ou +;Sexe;diplome_2015#Aucun diplôme ou au plus BEPC, brevet des collèges, DNB;France (y compris Mayotte);6155089.92736429
