Date_RP#Annee;Age_personne#age_0_65;Sexe_personne#sexe;Lieu_domicile#commune_stable_ds_tps_0825_sansArr;Population__totale_ou_par_âge_et_ou_genre_
2022;Age : 0,1,2, ..., 65 ou +;Sexe;Bretagne;1633793.4921848774
2022;Age : 0,1,2, ..., 65 ou +;Sexe;Centre-Val de Loire;1228094.8333192468
2022;Age : 0,1,2, ..., 65 ou +;Sexe;Corse;175332.08318918943
2022;Age : 0,1,2, ..., 65 ou +;Sexe;Grand Est;2746528.7070961
2022;Age : 0,1,2, ..., 65 ou +;Sexe;Guadeloupe;190104.70097857714
2022;Age : 0,1,2, ..., 65 ou +;Sexe;Guyane;126757.31410908699
2022;Age : 0,1,2, ..., 65 ou +;Sexe;Hauts-de-France;2913125.773470074
2022;Age : 0,1,2, ..., 65 ou +;Sexe;Martinique;181660.3749731183
2022;Age : 0,1,2, ..., 65 ou +;Sexe;Normandie;1593797.7635165453
2022;Age : 0,1,2, ..., 65 ou +;Sexe;Nouvelle-Aquitaine;2930319.544650972
2022;Age : 0,1,2, ..., 65 ou +;Sexe;Occitanie;2914617.8069273233
2022;Age : 0,1,2, ..., 65 ou +;Sexe;Pays de la Loire;1853815.5191550255
2022;Age : 0,1,2, ..., 65 ou +;Sexe;Provence-Alpes-Côte d'Azur;2495638.710054159
2022;Age : 0,1,2, ..., 65 ou +;Sexe;Réunion;442787.605676651
2022;Age : 0,1,2, ..., 65 ou +;Sexe;Île-de-France;6350383.202882141

Date_RP#Annee;Age_personne#age_0_65;Sexe_personne#sexe;Lieu_domicile#France;Population__totale_ou_par_âge_et_ou_genre__0_0
;26§27§28§29§30§31§32§33§34§35§36§37§38§39§40§41§42§43§44§45§46§47§48§49§50§51§52§53§54§55§56§57§58§59§60§61§62§63§64;masculin§feminin;;;;26§27§28§29§30§31§32§33§34§35§36§37§38§39§40§41§42§43§44§45§46§47§48§49§50§51§52§53§54§55§56§57§58§59§60§61§62§63§64;masculin§feminin;;;;26§27§28§29§30§31§32§33§34§35§36§37§38§39§40§41§42§43§44§45§46§47§48§49§50§51§52§53§54§55§56§57§58§59§60§61§62§63§64;masculin§feminin;;
2020;Age : 0,1,2, ..., 65 ou +;Sexe;Departements d'outre mer;936518.3526750803
2020;Age : 0,1,2, ..., 65 ou +;Sexe;France métropolitaine;32066945.719029784
2021;Age : 0,1,2, ..., 65 ou +;Sexe;Departements d'outre mer;939270.6365926862
2021;Age : 0,1,2, ..., 65 ou +;Sexe;France métropolitaine;32068822.118961796
2022;Age : 0,1,2, ..., 65 ou +;Sexe;Departements d'outre mer;941309.9957374334
2022;Age : 0,1,2, ..., 65 ou +;Sexe;France métropolitaine;32155715.405350715

Date_RP#Annee;Age_personne#age_0_65;Sexe_personne#sexe;Lieu_domicile#France_avec_Mayotte;Population__totale_ou_par_âge_et_ou_genre__0_0
;26§27§28§29§30§31§32§33§34§35§36§37§38§39§40§41§42§43§44§45§46§47§48§49§50§51§52§53§54§55§56§57§58§59§60§61§62§63§64;masculin§feminin;France métropolitaine§Départements d'outre-mer (hors Mayotte)§Saint-Barthélémy§Saint-Martin;;;26§27§28§29§30§31§32§33§34§35§36§37§38§39§40§41§42§43§44§45§46§47§48§49§50§51§52§53§54§55§56§57§58§59§60§61§62§63§64;masculin§feminin;France métropolitaine§Départements d'outre-mer (hors Mayotte)§Saint-Barthélémy§Saint-Martin;;;26§27§28§29§30§31§32§33§34§35§36§37§38§39§40§41§42§43§44§45§46§47§48§49§50§51§52§53§54§55§56§57§58§59§60§61§62§63§64;masculin§feminin;France métropolitaine§Départements d'outre-mer (hors Mayotte)§Saint-Barthélémy§Saint-Martin;
2020;Age : 0,1,2, ..., 65 ou +;Sexe;France (y compris Mayotte);33027256.663993835
2021;Age : 0,1,2, ..., 65 ou +;Sexe;France (y compris Mayotte);33031802.303497598
2022;Age : 0,1,2, ..., 65 ou +;Sexe;France (y compris Mayotte);33120713.488292128
