Date_RP#Annee;Age_personne#age_0_65;Sexe_personne#sexe;Lieu_domicile#commune_stable_ds_tps_0825_sansArr;Population__totale_ou_par_âge_et_ou_genre_
;6§7§8§9§10§11§12§13§14§15§16;masculin§feminin;;
2021;Age : 0,1,2, ..., 65 ou +;Sexe;Pays de la Loire;547995.9860885143
2022;Age : 0,1,2, ..., 65 ou +;Sexe;Pays de la Loire;544286.2905348539
2015;Age : 0,1,2, ..., 65 ou +;Sexe;Provence-Alpes-Côte d'Azur;634461.0514084101
2016;Age : 0,1,2, ..., 65 ou +;Sexe;Provence-Alpes-Côte d'Azur;637351.1265082955
2017;Age : 0,1,2, ..., 65 ou +;Sexe;Provence-Alpes-Côte d'Azur;637496.3072428107
2018;Age : 0,1,2, ..., 65 ou +;Sexe;Provence-Alpes-Côte d'Azur;639388.4153397381
2019;Age : 0,1,2, ..., 65 ou +;Sexe;Provence-Alpes-Côte d'Azur;638960.254445672
2020;Age : 0,1,2, ..., 65 ou +;Sexe;Provence-Alpes-Côte d'Azur;640829.70144099
2021;Age : 0,1,2, ..., 65 ou +;Sexe;Provence-Alpes-Côte d'Azur;642609.1692706645
2022;Age : 0,1,2, ..., 65 ou +;Sexe;Provence-Alpes-Côte d'Azur;646153.8067374527
2015;Age : 0,1,2, ..., 65 ou +;Sexe;Réunion;154861.7616596222
2016;Age : 0,1,2, ..., 65 ou +;Sexe;Réunion;154345.74209976196
2017;Age : 0,1,2, ..., 65 ou +;Sexe;Réunion;152999.60960960388
2018;Age : 0,1,2, ..., 65 ou +;Sexe;Réunion;151677.2437286377
2019;Age : 0,1,2, ..., 65 ou +;Sexe;Réunion;150802.5584640503
2020;Age : 0,1,2, ..., 65 ou +;Sexe;Réunion;149407.98953437805
2021;Age : 0,1,2, ..., 65 ou +;Sexe;Réunion;149379.76459503174
2022;Age : 0,1,2, ..., 65 ou +;Sexe;Réunion;149243.0299091339
2015;Age : 0,1,2, ..., 65 ou +;Sexe;Île-de-France;1691772.7816767097
2016;Age : 0,1,2, ..., 65 ou +;Sexe;Île-de-France;1701714.2460897565
2017;Age : 0,1,2, ..., 65 ou +;Sexe;Île-de-France;1712732.6373345852
2018;Age : 0,1,2, ..., 65 ou +;Sexe;Île-de-France;1722999.1030999422
2019;Age : 0,1,2, ..., 65 ou +;Sexe;Île-de-France;1723207.5550361276
2020;Age : 0,1,2, ..., 65 ou +;Sexe;Île-de-France;1724131.2705167532
2021;Age : 0,1,2, ..., 65 ou +;Sexe;Île-de-France;1731864.356122315
2022;Age : 0,1,2, ..., 65 ou +;Sexe;Île-de-France;1734659.8250143528

Date_RP#Annee;Age_personne#age_0_65;Sexe_personne#sexe;Lieu_domicile#France;Population__totale_ou_par_âge_et_ou_genre__0_0
;6§7§8§9§10§11§12§13§14§15§16;masculin§feminin;;
2015;Age : 0,1,2, ..., 65 ou +;Sexe;Departements d'outre mer;335717.9441372156
2016;Age : 0,1,2, ..., 65 ou +;Sexe;Departements d'outre mer;333449.857842505
2017;Age : 0,1,2, ..., 65 ou +;Sexe;Departements d'outre mer;329082.7065150738
2018;Age : 0,1,2, ..., 65 ou +;Sexe;Departements d'outre mer;325507.53892689943
2019;Age : 0,1,2, ..., 65 ou +;Sexe;Departements d'outre mer;323052.0225918293
2020;Age : 0,1,2, ..., 65 ou +;Sexe;Departements d'outre mer;318858.6574559212
2021;Age : 0,1,2, ..., 65 ou +;Sexe;Departements d'outre mer;316196.3410064578
2022;Age : 0,1,2, ..., 65 ou +;Sexe;Departements d'outre mer;313735.59428316355
2015;Age : 0,1,2, ..., 65 ou +;Sexe;France métropolitaine;8712772.13852024
2016;Age : 0,1,2, ..., 65 ou +;Sexe;France métropolitaine;8745671.883416861
2017;Age : 0,1,2, ..., 65 ou +;Sexe;France métropolitaine;8770628.465925068
2018;Age : 0,1,2, ..., 65 ou +;Sexe;France métropolitaine;8790214.429727435
2019;Age : 0,1,2, ..., 65 ou +;Sexe;France métropolitaine;8776258.240923777
2020;Age : 0,1,2, ..., 65 ou +;Sexe;France métropolitaine;8800945.379276127
2021;Age : 0,1,2, ..., 65 ou +;Sexe;France métropolitaine;8806752.892444372
2022;Age : 0,1,2, ..., 65 ou +;Sexe;France métropolitaine;8791831.652357548

Date_RP#Annee;Age_personne#age_0_65;Sexe_personne#sexe;Lieu_domicile#France_avec_Mayotte;Population__totale_ou_par_âge_et_ou_genre__0_0
;6§7§8§9§10§11§12§13§14§15§16;masculin§feminin;France métropolitaine§Départements d'outre-mer (hors Mayotte)§Saint-Barthélémy§Saint-Martin;
2015;Age : 0,1,2, ..., 65 ou +;Sexe;France (y compris Mayotte);9056850.10878241
2016;Age : 0,1,2, ..., 65 ou +;Sexe;France (y compris Mayotte);9087414.946135312
2017;Age : 0,1,2, ..., 65 ou +;Sexe;France (y compris Mayotte);9107827.358749956
2018;Age : 0,1,2, ..., 65 ou +;Sexe;France (y compris Mayotte);9123375.69942826
2019;Age : 0,1,2, ..., 65 ou +;Sexe;France (y compris Mayotte);9106664.135080472
2020;Age : 0,1,2, ..., 65 ou +;Sexe;France (y compris Mayotte);9126917.73907122
2021;Age : 0,1,2, ..., 65 ou +;Sexe;France (y compris Mayotte);9129778.825211465
2022;Age : 0,1,2, ..., 65 ou +;Sexe;France (y compris Mayotte);9112249.845071346
