Accident_Id;jour;mois;an;hrmn;lum;dep;com;agg;int;atm;col;adr;lat;long
202200023267;3;09;2022;17:30;1;973;97307;1;1;1;1;D6;4,7714570000; -52,3392430000
202200023408;18;04;2022;17:30;1;973;97304;1;1;1;3;Route Degrad Saramaca;5,1337707228; -52,7158892155
202200023618;22;06;2022;02:05;5;973;97302;2;3;1;7;ZEPHIR (ROCADE);4,9380440541; -52,3063722253
202200023888;6;10;2022;17:15;1;973;97309;2;1;1;3;Route de Degrad des Cannes;4,8813480000; -52,2805880000
202200023904;28;01;2022;15:50;1;973;97302;2;3;2;3;BADUEL (ROUTE DE);4,9342387540; -52,3110526800
202200023906;28;01;2022;15:32;1;973;97302;2;3;1;3;14 ET 22 JUIN 1962;4,9355300000; -52,3274600000
202200024039;10;11;2022;22:05;3;973;97302;2;1;2;6;TROUBIRAN (CHEMIN DE);4,9228400000; -52,3038900000
202200024043;5;10;2022;09:37;1;973;97302;2;1;1;4;CABASSOU (ROUTE DE);4,9194300000; -52,3182000000
202200024046;4;10;2022;09:30;1;973;97302;2;1;1;1;14 ET 22 JUIN 1962;4,9351076862; -52,3273846507
202200024376;24;07;2022;20:20;3;973;97309;1;1;1;7;;4,8927590000; -52,2565020000
202200024606;15;12;2022;10:52;1;973;97302;1;1;1;2;ROUTE NATIONALE 3;4,9019900000; -52,3131800000
202200024613;14;12;2022;17:50;1;973;97302;2;2;1;3;JADFARD (RENE);4,9332900000; -52,3316900000
202200024618;14;12;2022;15:55;1;973;97302;2;3;8;3;ZEPHIR (ROCADE);4,9319316912; -52,3118224740
202200024686;22;05;2022;20:33;5;973;97302;2;3;1;6;THIES(RUE);4,9407189746; -52,3346266150
202200024874;22;07;2022;16:35;1;973;97302;2;1;1;1;;4,9268500000; -52,3022100000
202200024913;16;12;2022;14:10;1;973;97311;1;1;2;7;Avenue Christophe Colomb;5,4576410000; -54,0409330000
202200025047;3;03;2022;04:23;5;973;97302;1;1;1;3;ROUTE NATIONALE 1;4,9231900000; -52,3295500000
202200025048;6;03;2022;20:55;2;973;97302;2;7;1;6;PALMISTES(PLACE DES);4,9408570405; -52,3341813684
202200025217;31;08;2022;17:59;2;973;97302;2;1;1;7;RABAN (ROUTE DE);4,9194934558; -52,3127129674
202200025358;23;06;2022;05:50;3;973;97307;1;1;5;1;Route de Stoupan;4,7933960000; -52,3571380000
202200025477;21;06;2022;06:01;5;973;97302;1;1;1;6;MONTABO (ROUTE DE) 1;4,8978300000; -52,3275400000
202200025478;20;06;2022;12:00;1;973;97302;2;1;1;1;FLAMBOYANTS (RUE DES);4,9243000000; -52,3183400000
202200025853;26;01;2022;10:30;1;973;97302;2;1;1;7;SOURCE DE BADUEL (CHEMIN DE LA);4,9301279010; -52,3088800907
202200026019;9;11;2022;09:45;1;973;97302;2;1;2;7;MONTABO (ROUTE DE) 3;4,9350341990; -52,2927586734
202200026065;1;10;2022;12:35;1;973;97302;2;3;1;2;BADUEL (ROUTE DE);4,9312400000; -52,3064100000
202200026068;2;10;2022;15:00;1;973;97302;2;2;7;5;FELIX EBOUE(ROCADE);4,9310100000; -52,3132600000
202200026401;13;12;2022;20:15;5;973;97302;2;1;1;6;MONTABO (ROUTE DE) 2;4,9373000000; -52,2980800000
202200026811;21;07;2022;14:00;1;973;97302;2;1;1;3;Chemin de Troubiran;4,9220000000; -52,3039200000
202200026812;21;07;2022;09:06;1;973;97302;2;3;1;3;MADELEINE (ROUTE DE LA);4,9149233134; -52,3209875822
202200026889;6;03;2022;12:00;1;973;97302;2;2;2;3;14 ET 22 JUIN 1962;4,9365075065; -52,3277011514
202200027006;5;03;2022;13:16;1;973;97302;1;1;2;3;ROUTE NATIONALE 3;4,9044500000; -52,3191300000
202200027007;5;03;2022;01:40;4;973;97302;1;1;2;7;ROUTE NATIONALE 3;4,9035900000; -52,3164100000
202200027232;16;04;2022;14:00;1;973;97306;1;1;1;7;RN1 PK197;5,5984240000; -53,7063100000
202200027236;16;04;2022;12:00;1;973;97306;1;9;1;1;RN1 pk 223;5,4346709360; -53,7412333488
202200027237;16;04;2022;17:50;1;973;97305;1;1;1;5;Route Nationale 1;4,9127970000; -52,3719760000
202200027450;20;06;2022;14:15;1;973;97302;2;2;1;3;JOSE SYLVESTRE(ALLEE);4,9395436321; -52,3340459168
202200027452;20;06;2022;07:45;1;973;97302;2;1;1;5;MONTABO (ROUTE DE) 1;4,9399500000; -52,3015300000
202200027586;16;04;2022;10:50;1;973;97307;2;1;1;1;rue de la distillerie;4,8753830000; -52,3344150000
202200027656;24;01;2022;12:20;1;973;97302;2;1;3;6;FLAMBOYANTS (RUE DES);4,9238700000; -52,3192100000
202200027657;19;01;2022;10:50;1;973;97302;2;1;2;3;FELIX EBOUE(ROCADE);4,9297200000; -52,3150200000
202200027759;25;01;2022;09:55;1;973;97302;2;6;1;3;CATAYEE (JUSTIN);4,9244900000; -52,3242600000
202200027760;25;01;2022;08:06;1;973;97302;1;1;1;2;ROUTE NATIONALE 1;4,9263900000; -52,3289500000
202200027961;8;11;2022;17:10;1;973;97302;2;1;2;2;ZEPHIR (ROCADE);4,9388200000; -52,3059600000
202200027964;8;11;2022;13:20;1;973;97302;2;3;2;3;BADUEL (ROUTE DE);4,9375500000; -52,3159000000
202200027966;8;11;2022;10:15;1;973;97302;2;3;1;3;TECLE (EUGENE) CITE THEMIRE;4,9329293410; -52,3216581345
202200027968;7;11;2022;17:50;2;973;97302;1;1;2;3;ROUTE NATIONALE 3;4,9047300152; -52,3185038567
202200027971;8;11;2022;02:30;1;973;97309;2;3;1;6;TROUBIRAN (CHEMIN DE);4,9211772430; -52,3040843010
202200027973;6;11;2022;23:30;5;973;97302;1;1;3;7;ROUTE NATIONALE 1;4,9026400000; -52,3245400000
202200028074;20;05;2022;11:55;1;973;97302;2;1;1;6;FELIX EBOUE(ROCADE);4,9287100000; -52,3165600000
202200028577;12;12;2022;18:15;2;973;97302;2;1;1;7;MADELEINE (ROUTE DE LA);4,9151500000; -52,3210400000
202200028580;12;12;2022;08:00;1;973;97302;2;2;1;3;ROUGET DE L ' ISLE;4,9417829717; -52,3277816176
202200028623;21;07;2022;17:45;1;973;97311;2;1;1;7;;5,4247610000; -54,0494510000
202200028625;8;07;2022;07:30;1;973;97311;2;2;1;3;Rue Louise Orsini;5,4904390000; -54,0346560000
202200028917;30;08;2022;11:30;1;973;97302;2;1;1;1;BADUEL (ROUTE DE);4,9324900000; -52,3083900000
202200028920;29;08;2022;21:55;5;973;97302;2;6;1;3;GIRATOIRE MARINGOUINS;4,9076678529; -52,3225834966
202200029114;29;08;2022;14:20;1;973;97302;2;1;1;7;MADELEINE (ROUTE DE LA);4,9210376143; -52,3220577836
202200029115;29;08;2022;07:10;1;973;97302;2;3;1;3;TROUBIRAN (CHEMIN DE);4,9298800000; -52,3041200000
202200029261;20;06;2022;14:15;1;973;97311;1;9;1;1;Avenue Christophe Colomb;5,4767600000; -54,0385510000
202200029263;20;06;2022;12:45;1;973;97311;1;1;1;3;Avenue Gaston Monnerville;5,4934770000; -54,0119650000
202200029379;19;06;2022;15:00;1;973;97302;2;1;1;7;MONTABO (ROUTE DE) 4;4,9318600000; -52,2905100000
202200029567;12;04;2022;18:05;1;973;97302;2;1;1;3;LIBERTE (AVENUE DE LA);4,9353824842; -52,3316922784
202200029652;19;06;2022;18:30;2;973;97311;1;1;2;1;Avenue Christophe Colomb;5,4572065983; -54,0409541130
202200029708;23;01;2022;17:37;1;973;97302;2;3;1;3;MANGO (ROUTE);4,9319967166; -52,3179379106
202200029709;23;01;2022;16:47;1;973;97302;2;1;1;6;MERE THERESA (rue);4,9267982252; -52,3140031099
202200029710;22;01;2022;10:57;1;973;97302;2;3;1;3;MONTABO (ROUTE DE) 1;4,9439300000; -52,3081900000
202200029711;22;01;2022;09:45;1;973;97302;2;1;1;2;MADELEINE (ROUTE DE LA);4,9106500000; -52,3214700000
202200029712;23;01;2022;06:10;2;973;97302;2;6;1;7;PETIT MONACO (ROND-POINT);4,9413400000; -52,3213400000
202200029868;9;11;2022;10:50;1;973;97309;2;1;2;3;Route du Mahury;4,8791350000; -52,2783030000
202200029957;30;09;2022;12:45;1;973;97302;2;1;1;1;MADELEINE (ROUTE DE LA);4,9140120426; -52,3208507895
202200030134;21;05;2022;10:40;1;973;97305;1;1;1;5;Route Nationale 1;4,9156190000; -52,3762460000
202200030181;18;05;2022;09:35;1;973;97302;2;1;1;2;HAMEAU DES ENCENS (RUE DU) Cité St Marti;4,9208000000; -52,3033200000
202200030231;4;10;2022;12:40;1;973;97309;1;1;1;1;Route des Plages;4,8670340000; -52,2508590000
202200030469;18;07;2022;12:47;1;973;97302;2;1;1;6;MERE THERESA (rue);4,9268017879; -52,3140031099
202200030472;19;07;2022;11:15;1;973;97302;2;2;1;3;AMUSANT (PAUL);4,9333300000; -52,3316800000
202200030474;19;07;2022;10:20;1;973;97302;2;1;1;3;RABAN (ROUTE DE);4,9363689943; -52,3148882389
202200030556;10;12;2022;16:45;1;973;97302;2;1;1;7;MANGO (ROUTE);4,9328549627; -52,3188659549
202200030557;10;12;2022;15:35;1;973;97302;2;1;1;1;RABAN (ROUTE DE);4,9333355265; -52,3131796718
202200030558;9;12;2022;23:50;4;973;97302;1;1;1;7;ROUTE NATIONALE 3;4,9037100000; -52,3162400000
202200031187;17;06;2022;09:50;1;973;97302;2;1;1;3;MADELEINE (ROUTE DE LA);4,9088900000; -52,3218100000
202200031235;12;04;2022;20:20;5;973;97307;2;1;1;3;RN2;4,8811740000; -52,3364800000
202200031318;22;01;2022;15:05;1;973;97302;1;6;2;6;ROUTE NATIONALE 1;4,9215337753; -52,3297584057
202200031322;22;01;2022;14:00;1;973;97302;1;1;2;2;ROUTE NATIONALE 3;4,9053300000; -52,3197200000
202200031331;11;04;2022;14:20;1;973;97302;2;1;1;3;MATOURY (RUE);4,9311233265; -52,3239795864
202200031334;11;04;2022;13:30;1;973;97302;1;1;1;7;ZONE COLLERY I OU II;4,9003615381; -52,3280310631
202200031335;11;04;2022;04:55;3;973;97302;2;1;1;7;BADUEL (ROUTE DE);4,9280000000; -52,2923600000
202200031841;5;11;2022;00:30;5;973;97302;2;1;1;7;BROWN Serge (RUE);4,9338116362; -52,3346802592
202200031987;1;05;2022;06:30;1;973;97307;2;9;1;6;RN 2 route de l'Est;4,8565680000; -52,3342270000
202200032190;30;09;2022;22:55;5;973;97302;2;2;1;3;JADFARD (RENE);4,9342895272; -52,3319578171
202200032443;10;12;2022;18:40;5;973;97309;2;1;1;3;Route de Rémire;4,9074420000; -52,2728850000
202200032480;8;12;2022;17:56;1;973;97302;2;3;1;3;CABASSOU (ROUTE DE);4,9199557683; -52,3195767403
202200032482;7;12;2022;16:40;1;973;97302;2;1;1;1;MANGO (ROUTE);4,9298856137; -52,3155400157
202200032587;2;03;2022;17:55;1;973;97302;2;6;1;6;BADUEL (ROND POINT DE);4,9333200000; -52,3094200000
202200032689;27;08;2022;16:00;1;973;97302;1;6;1;3;MADELEINE (ROUTE DE LA);4,9071500000; -52,3223000000
202200032691;26;08;2022;22:00;3;973;97302;1;1;1;2;ROUTE NATIONALE 3;4,9011900000; -52,3110900000
202200032974;26;08;2022;01:00;5;973;97302;2;1;2;7;LEBLOND (ROND POINT);4,9215551538; -52,3299568892
202200033285;21;01;2022;20:55;3;973;97304;1;1;1;7;RN1 - PK 76;5,1556673262; -52,8759634495
